Vardas              Pavarde             Galutinis vid. / Galutinis med.
Var62530            Pav62530            4.15             4.20
Var62535            Pav62535            2.47             1.80
Var6254             Pav6254             4.08             4.80
Var62541            Pav62541            3.36             3.20
Var62542            Pav62542            2.60             3.00
Var62543            Pav62543            4.56             4.40
Var62544            Pav62544            4.09             3.80
Var62549            Pav62549            4.16             3.60
Var6255             Pav6255             3.83             4.20
Var62551            Pav62551            4.53             4.40
Var62557            Pav62557            4.09             4.20
Var62558            Pav62558            3.59             3.40
Var62559            Pav62559            4.64             4.80
Var62563            Pav62563            3.75             3.40
Var62568            Pav62568            4.85             5.20
Var62569            Pav62569            3.57             3.60
Var6257             Pav6257             4.01             4.20
Var62573            Pav62573            3.33             3.60
Var62576            Pav62576            2.91             2.80
Var62579            Pav62579            4.03             4.00
Var62581            Pav62581            4.24             4.00
Var62583            Pav62583            4.07             4.20
Var62585            Pav62585            2.71             2.60
Var62586            Pav62586            4.72             4.80
Var62587            Pav62587            4.88             5.20
Var62589            Pav62589            2.63             2.20
Var62594            Pav62594            3.77             3.40
Var62596            Pav62596            2.84             2.60
Var62598            Pav62598            2.60             2.20
Var626              Pav626              3.65             3.60
Var6260             Pav6260             4.17             4.20
Var62600            Pav62600            2.79             2.60
Var62601            Pav62601            3.61             3.40
Var62602            Pav62602            2.55             3.00
Var62603            Pav62603            3.28             3.60
Var62604            Pav62604            3.00             3.00
Var62605            Pav62605            3.93             3.80
Var62607            Pav62607            4.76             5.00
Var62609            Pav62609            3.53             3.80
Var6261             Pav6261             4.25             4.60
Var62610            Pav62610            4.51             4.40
Var62611            Pav62611            4.48             4.40
Var62614            Pav62614            3.84             4.40
Var62617            Pav62617            2.99             2.80
Var62619            Pav62619            4.28             4.20
Var6262             Pav6262             4.28             4.60
Var62621            Pav62621            4.51             4.40
Var62622            Pav62622            3.13             3.00
Var62626            Pav62626            3.49             3.20
Var62628            Pav62628            3.80             3.40
Var6263             Pav6263             3.52             4.00
Var62630            Pav62630            3.00             3.00
Var62631            Pav62631            3.67             3.40
Var62639            Pav62639            4.80             4.80
Var6264             Pav6264             3.33             3.20
Var62640            Pav62640            3.88             3.80
Var62641            Pav62641            2.92             3.00
Var62643            Pav62643            4.32             4.40
Var62644            Pav62644            3.09             3.20
Var62646            Pav62646            4.35             4.00
Var62653            Pav62653            4.57             5.00
Var62654            Pav62654            3.75             3.40
Var62661            Pav62661            3.39             4.00
Var62666            Pav62666            3.23             3.20
Var62669            Pav62669            2.88             2.40
Var62673            Pav62673            3.76             4.00
Var62675            Pav62675            3.33             4.00
Var62677            Pav62677            3.44             3.60
Var62678            Pav62678            4.51             4.40
Var62679            Pav62679            3.97             3.60
Var62680            Pav62680            4.37             4.80
Var62690            Pav62690            4.07             3.80
Var62692            Pav62692            4.89             4.60
Var62694            Pav62694            3.03             3.40
Var62696            Pav62696            4.99             4.80
Var62697            Pav62697            3.88             3.80
Var62703            Pav62703            4.69             4.80
Var62705            Pav62705            4.87             5.00
Var62708            Pav62708            4.56             5.20
Var6271             Pav6271             4.85             5.60
Var62711            Pav62711            3.57             3.60
Var62713            Pav62713            4.69             4.80
Var62714            Pav62714            4.37             4.40
Var62715            Pav62715            3.89             4.00
Var62718            Pav62718            3.73             3.20
Var6272             Pav6272             2.95             3.40
Var62720            Pav62720            2.84             3.00
Var62724            Pav62724            3.83             4.20
Var62725            Pav62725            4.85             4.80
Var62726            Pav62726            3.03             3.40
Var62734            Pav62734            3.49             3.60
Var62735            Pav62735            4.29             4.00
Var62736            Pav62736            3.52             4.00
Var62738            Pav62738            3.25             3.60
Var62742            Pav62742            2.71             3.00
Var62744            Pav62744            2.81             2.60
Var62746            Pav62746            4.03             4.00
Var62747            Pav62747            3.53             3.80
Var62749            Pav62749            2.41             1.80
Var62752            Pav62752            3.32             3.00
Var62753            Pav62753            4.95             5.00
Var62760            Pav62760            3.41             3.60
Var62761            Pav62761            4.29             4.00
Var62762            Pav62762            4.23             4.60
Var62763            Pav62763            3.47             3.60
Var62769            Pav62769            3.43             3.40
Var62772            Pav62772            2.89             3.00
Var62773            Pav62773            3.28             3.60
Var62774            Pav62774            2.60             2.60
Var62775            Pav62775            4.27             4.00
Var62778            Pav62778            4.75             5.20
Var62779            Pav62779            3.36             3.60
Var6278             Pav6278             3.44             3.60
Var62780            Pav62780            4.59             4.40
Var62783            Pav62783            3.41             3.20
Var62786            Pav62786            3.47             3.60
Var62787            Pav62787            4.43             4.00
Var62789            Pav62789            3.71             4.00
Var62790            Pav62790            2.57             3.00
Var62791            Pav62791            4.61             4.40
Var62792            Pav62792            4.83             4.40
Var62797            Pav62797            2.17             1.80
Var628              Pav628              3.72             3.40
Var62800            Pav62800            2.75             2.40
Var62801            Pav62801            4.21             4.40
Var62807            Pav62807            3.99             3.80
Var62808            Pav62808            3.28             3.20
Var62810            Pav62810            4.23             4.20
Var62812            Pav62812            3.67             3.00
Var62813            Pav62813            4.53             4.40
Var62814            Pav62814            4.23             4.20
Var62816            Pav62816            3.05             3.40
Var62817            Pav62817            2.89             3.00
Var62818            Pav62818            4.72             4.80
Var6282             Pav6282             2.68             2.60
Var62820            Pav62820            3.60             4.00
Var62821            Pav62821            4.29             4.40
Var62822            Pav62822            4.87             4.60
Var62827            Pav62827            4.96             5.20
Var62828            Pav62828            3.49             3.60
Var62829            Pav62829            3.97             4.00
Var62830            Pav62830            4.71             5.40
Var62834            Pav62834            4.11             4.00
Var62839            Pav62839            3.57             4.00
Var6284             Pav6284             4.35             4.00
Var62843            Pav62843            3.83             3.80
Var62844            Pav62844            2.68             2.60
Var62845            Pav62845            4.65             4.60
Var6285             Pav6285             3.13             3.40
Var62852            Pav62852            3.97             3.60
Var62853            Pav62853            4.04             4.20
Var62859            Pav62859            3.49             3.60
Var6286             Pav6286             3.05             3.40
Var62863            Pav62863            4.80             4.80
Var62864            Pav62864            3.16             3.40
Var62866            Pav62866            2.95             3.00
Var62868            Pav62868            4.85             4.80
Var6287             Pav6287             4.97             4.20
Var62873            Pav62873            3.73             4.40
Var62874            Pav62874            3.33             3.60
Var62875            Pav62875            4.13             4.40
Var62876            Pav62876            3.88             3.40
Var62878            Pav62878            3.45             3.80
Var6288             Pav6288             2.83             2.80
Var62880            Pav62880            4.95             5.40
Var62882            Pav62882            4.25             4.20
Var62883            Pav62883            4.43             4.40
Var62884            Pav62884            3.55             3.60
Var62885            Pav62885            3.23             2.80
Var62886            Pav62886            4.15             4.20
Var62888            Pav62888            4.09             3.80
Var62889            Pav62889            3.04             2.80
Var62892            Pav62892            3.41             3.20
Var62894            Pav62894            3.83             4.20
Var62895            Pav62895            4.64             4.40
Var62896            Pav62896            3.03             3.40
Var62897            Pav62897            3.09             3.20
Var6290             Pav6290             4.87             4.60
Var62905            Pav62905            3.87             4.00
Var62909            Pav62909            3.80             3.80
Var62910            Pav62910            4.85             5.20
Var62911            Pav62911            3.73             3.60
Var62912            Pav62912            2.57             2.60
Var62914            Pav62914            2.84             2.60
Var62916            Pav62916            3.89             4.00
Var62917            Pav62917            4.17             4.20
Var62918            Pav62918            2.39             2.60
Var62919            Pav62919            4.32             4.00
Var6292             Pav6292             3.08             3.00
Var62925            Pav62925            3.49             3.20
Var62926            Pav62926            3.69             3.40
Var62927            Pav62927            2.91             2.40
Var62928            Pav62928            3.23             3.20
Var62929            Pav62929            2.95             3.00
Var62930            Pav62930            4.37             4.40
Var62935            Pav62935            2.84             3.00
Var62938            Pav62938            3.12             3.60
Var62939            Pav62939            3.23             3.20
Var62940            Pav62940            3.99             4.20
Var62941            Pav62941            3.13             3.80
Var62943            Pav62943            4.91             4.80
Var62944            Pav62944            4.25             4.60
Var62945            Pav62945            3.57             3.60
Var6295             Pav6295             4.96             5.20
Var62950            Pav62950            2.81             3.00
Var62951            Pav62951            2.79             3.00
Var62954            Pav62954            4.20             4.60
Var62955            Pav62955            3.59             3.40
Var62957            Pav62957            4.48             4.00
Var6296             Pav6296             3.91             3.40
Var62964            Pav62964            3.01             2.80
Var62966            Pav62966            4.80             4.80
Var62967            Pav62967            4.63             4.60
Var62970            Pav62970            3.17             3.20
Var62971            Pav62971            3.75             3.40
Var62972            Pav62972            3.28             3.20
Var62977            Pav62977            3.57             4.00
Var62979            Pav62979            2.17             2.20
Var62981            Pav62981            4.24             4.00
Var62986            Pav62986            3.81             4.00
Var62987            Pav62987            2.81             2.60
Var62988            Pav62988            3.45             3.80
Var62990            Pav62990            4.56             4.40
Var62992            Pav62992            4.27             4.40
Var62998            Pav62998            3.52             3.20
Var630              Pav630              4.83             4.80
Var6300             Pav6300             3.44             3.60
Var63001            Pav63001            2.47             2.60
Var63004            Pav63004            2.65             2.60
Var63006            Pav63006            4.09             4.20
Var63013            Pav63013            4.95             4.60
Var63014            Pav63014            4.87             5.00
Var63016            Pav63016            4.17             4.20
Var63020            Pav63020            4.25             4.60
Var63021            Pav63021            2.49             2.20
Var63022            Pav63022            3.69             3.40
Var63025            Pav63025            3.44             3.20
Var63026            Pav63026            4.97             5.00
Var63028            Pav63028            4.89             5.00
Var6303             Pav6303             2.60             2.20
Var63030            Pav63030            3.05             3.40
Var63033            Pav63033            3.03             3.40
Var63037            Pav63037            4.77             4.80
Var63045            Pav63045            4.03             3.60
Var63046            Pav63046            4.49             3.80
Var63047            Pav63047            4.59             4.40
Var63048            Pav63048            2.89             2.60
Var6305             Pav6305             3.92             3.60
Var63052            Pav63052            2.73             2.60
Var63056            Pav63056            3.45             2.60
Var63058            Pav63058            3.55             3.60
Var63059            Pav63059            2.96             2.40
Var63060            Pav63060            4.83             4.80
Var63064            Pav63064            4.51             4.00
Var63066            Pav63066            4.04             4.20
Var63067            Pav63067            3.05             2.60
Var63068            Pav63068            2.87             2.60
Var63069            Pav63069            3.77             3.80
Var63070            Pav63070            4.63             4.20
Var63072            Pav63072            4.37             4.80
Var63073            Pav63073            3.57             4.40
Var63075            Pav63075            4.68             5.40
Var63077            Pav63077            4.59             4.80
Var63080            Pav63080            4.87             4.60
Var63087            Pav63087            4.67             4.80
Var63091            Pav63091            3.55             3.60
Var63092            Pav63092            3.04             2.40
Var63096            Pav63096            4.17             4.20
Var63097            Pav63097            4.37             4.40
Var63098            Pav63098            3.23             2.80
Var63100            Pav63100            3.12             3.20
Var63101            Pav63101            2.79             2.20
Var63102            Pav63102            2.65             2.20
Var63103            Pav63103            2.95             3.00
Var63106            Pav63106            4.89             4.60
Var63107            Pav63107            4.49             4.60
Var63114            Pav63114            2.96             2.80
Var63115            Pav63115            4.45             4.00
Var63117            Pav63117            3.07             3.20
Var63119            Pav63119            3.41             3.60
Var6312             Pav6312             4.80             4.80
Var63121            Pav63121            2.81             3.00
Var63123            Pav63123            3.89             4.00
Var63124            Pav63124            2.72             2.40
Var63125            Pav63125            3.96             4.20
Var63128            Pav63128            3.28             2.80
Var63129            Pav63129            4.79             4.60
Var6313             Pav6313             4.55             4.60
Var63131            Pav63131            2.81             2.60
Var63132            Pav63132            4.39             4.60
Var63138            Pav63138            3.23             3.20
Var6314             Pav6314             4.83             4.80
Var63140            Pav63140            4.40             4.40
Var63144            Pav63144            3.28             3.60
Var63147            Pav63147            4.56             4.40
Var63148            Pav63148            4.37             4.40
Var63149            Pav63149            3.93             3.40
Var63155            Pav63155            4.01             4.20
Var63156            Pav63156            4.80             4.80
Var63158            Pav63158            4.75             4.80
Var6316             Pav6316             3.41             3.60
Var63160            Pav63160            3.21             3.00
Var63162            Pav63162            4.91             4.80
Var63165            Pav63165            3.83             3.80
Var63166            Pav63166            4.15             4.20
Var63167            Pav63167            3.75             3.80
Var63173            Pav63173            3.69             4.20
Var63176            Pav63176            2.31             1.40
Var63177            Pav63177            4.32             4.40
Var63179            Pav63179            4.04             3.80
Var63180            Pav63180            4.83             5.20
Var63182            Pav63182            4.81             4.20
Var63192            Pav63192            2.81             2.60
Var63193            Pav63193            4.56             4.40
Var63196            Pav63196            2.43             2.00
Var63197            Pav63197            3.93             3.80
Var63199            Pav63199            2.63             2.20
Var632              Pav632              3.79             4.00
Var6320             Pav6320             4.45             4.00
Var63200            Pav63200            3.99             3.80
Var63201            Pav63201            4.23             4.20
Var63203            Pav63203            3.87             4.00
Var63207            Pav63207            4.71             4.60
Var63208            Pav63208            3.20             2.80
Var6321             Pav6321             4.77             4.40
Var63216            Pav63216            4.59             4.80
Var63217            Pav63217            3.20             3.20
Var63218            Pav63218            3.73             3.60
Var63225            Pav63225            4.45             4.40
Var63227            Pav63227            4.61             4.80
Var63232            Pav63232            4.45             4.40
Var63233            Pav63233            4.89             4.60
Var63234            Pav63234            2.17             2.20
Var63238            Pav63238            3.67             3.40
Var63240            Pav63240            4.59             4.40
Var63242            Pav63242            2.41             2.20
Var63243            Pav63243            2.79             3.00
Var63248            Pav63248            2.79             3.00
Var6325             Pav6325             2.73             2.60
Var63252            Pav63252            2.68             2.20
Var63253            Pav63253            3.61             3.40
Var63254            Pav63254            3.80             3.80
Var63255            Pav63255            4.19             3.20
Var63257            Pav63257            4.07             4.20
Var63258            Pav63258            4.36             4.20
Var63259            Pav63259            3.45             3.80
Var6326             Pav6326             4.16             3.60
Var63265            Pav63265            3.17             2.80
Var63267            Pav63267            3.20             3.20
Var6327             Pav6327             4.07             3.80
Var63272            Pav63272            2.71             2.60
Var63273            Pav63273            4.51             4.00
Var63276            Pav63276            4.51             4.80
Var63278            Pav63278            3.57             3.60
Var63279            Pav63279            4.23             4.20
Var63280            Pav63280            2.73             2.60
Var63284            Pav63284            3.29             3.40
Var63287            Pav63287            4.19             4.40
Var63288            Pav63288            3.05             3.00
Var63290            Pav63290            2.49             2.20
Var63292            Pav63292            3.77             3.40
Var63293            Pav63293            3.71             4.00
Var63297            Pav63297            4.92             4.60
Var633              Pav633              3.76             3.60
Var63301            Pav63301            4.96             5.20
Var63302            Pav63302            3.07             2.80
Var63303            Pav63303            2.87             2.60
Var63304            Pav63304            3.08             3.40
Var63306            Pav63306            4.43             4.40
Var63308            Pav63308            3.35             3.00
Var63309            Pav63309            3.36             3.60
Var6331             Pav6331             4.77             4.40
Var63310            Pav63310            3.59             3.00
Var63311            Pav63311            3.40             3.40
Var63316            Pav63316            4.84             4.60
Var63318            Pav63318            3.57             3.20
Var6332             Pav6332             4.64             4.40
Var63322            Pav63322            4.61             4.80
Var63323            Pav63323            4.85             5.20
Var63328            Pav63328            3.65             4.00
Var63332            Pav63332            4.77             4.80
Var63334            Pav63334            3.00             3.00
Var63336            Pav63336            3.39             3.60
Var63337            Pav63337            3.33             3.20
Var63339            Pav63339            3.91             3.40
Var6334             Pav6334             3.96             3.80
Var63340            Pav63340            3.72             3.80
Var63342            Pav63342            4.53             4.80
Var63343            Pav63343            3.11             3.40
Var63344            Pav63344            2.97             3.00
Var63346            Pav63346            4.97             5.00
Var63347            Pav63347            4.05             3.60
Var63348            Pav63348            2.57             2.20
Var6335             Pav6335             3.47             3.60
Var63351            Pav63351            4.01             3.80
Var63353            Pav63353            3.27             3.40
Var63354            Pav63354            3.47             4.00
Var63355            Pav63355            4.76             4.60
Var63356            Pav63356            4.12             3.80
Var63357            Pav63357            3.44             3.60
Var63358            Pav63358            2.76             2.60
Var6336             Pav6336             4.60             5.00
Var63360            Pav63360            3.31             3.20
Var63362            Pav63362            2.71             2.60
Var63363            Pav63363            4.09             4.20
Var63364            Pav63364            3.33             3.20
Var63365            Pav63365            3.20             3.20
Var63366            Pav63366            4.37             4.80
Var63368            Pav63368            3.40             3.40
Var6337             Pav6337             3.08             3.80
Var63374            Pav63374            4.16             4.00
Var63375            Pav63375            3.88             3.80
Var63379            Pav63379            3.47             3.60
Var6338             Pav6338             2.65             3.00
Var63383            Pav63383            2.95             3.00
Var63385            Pav63385            4.03             4.40
Var63386            Pav63386            3.03             3.00
Var63387            Pav63387            3.16             3.80
Var63388            Pav63388            4.28             4.60
Var63389            Pav63389            3.13             3.40
Var63390            Pav63390            4.07             4.20
Var63393            Pav63393            4.12             4.20
Var63395            Pav63395            4.84             5.00
Var63396            Pav63396            3.36             3.20
Var63397            Pav63397            4.56             4.80
Var6340             Pav6340             4.75             4.80
Var63401            Pav63401            2.79             2.60
Var63404            Pav63404            2.92             3.40
Var63405            Pav63405            2.96             2.80
Var63408            Pav63408            3.03             3.00
Var63419            Pav63419            4.07             4.20
Var63420            Pav63420            3.39             3.60
Var63426            Pav63426            3.39             3.60
Var63429            Pav63429            3.16             3.40
Var63430            Pav63430            4.07             4.20
Var63431            Pav63431            4.39             4.60
Var63433            Pav63433            2.79             3.00
Var63434            Pav63434            4.19             4.00
Var63435            Pav63435            4.61             4.80
Var63437            Pav63437            4.72             5.20
Var63440            Pav63440            3.67             3.80
Var63444            Pav63444            4.43             3.60
Var63447            Pav63447            3.47             3.60
Var63451            Pav63451            2.95             3.40
Var63458            Pav63458            4.72             4.80
Var63459            Pav63459            3.45             3.40
Var6346             Pav6346             4.39             4.20
Var63460            Pav63460            3.83             3.80
Var63461            Pav63461            4.77             5.20
Var63466            Pav63466            4.87             4.60
Var63469            Pav63469            4.17             4.60
Var6347             Pav6347             4.64             4.80
Var63470            Pav63470            3.00             3.00
Var6348             Pav6348             3.57             4.00
Var63480            Pav63480            4.51             4.40
Var63482            Pav63482            3.28             3.20
Var63483            Pav63483            2.47             2.20
Var63484            Pav63484            4.87             4.60
Var63487            Pav63487            3.11             3.00
Var63488            Pav63488            4.12             4.60
Var63489            Pav63489            4.16             4.00
Var63492            Pav63492            2.41             2.20
Var63494            Pav63494            3.60             3.60
Var63495            Pav63495            2.49             2.20
Var63496            Pav63496            3.44             3.20
Var63498            Pav63498            3.19             3.40
Var635              Pav635              3.04             2.80
Var63502            Pav63502            3.57             3.60
Var63503            Pav63503            3.37             3.00
Var63507            Pav63507            3.85             3.80
Var6351             Pav6351             3.01             2.80
Var63512            Pav63512            2.63             2.60
Var63515            Pav63515            4.92             5.40
Var63516            Pav63516            4.43             4.40
Var63518            Pav63518            3.84             3.60
Var63522            Pav63522            3.03             3.40
Var63524            Pav63524            4.09             3.80
Var63527            Pav63527            2.15             1.40
Var63528            Pav63528            3.91             3.80
Var63530            Pav63530            4.87             5.00
Var63531            Pav63531            3.11             3.80
Var63532            Pav63532            4.92             4.20
Var63536            Pav63536            4.52             4.60
Var63537            Pav63537            2.44             2.60
Var63538            Pav63538            4.15             4.20
Var63541            Pav63541            4.35             4.40
Var63545            Pav63545            3.80             3.80
Var63550            Pav63550            2.73             2.60
Var63552            Pav63552            2.39             2.20
Var63554            Pav63554            4.01             3.80
Var63556            Pav63556            2.15             1.40
Var6356             Pav6356             3.72             3.40
Var63561            Pav63561            3.71             4.00
Var63562            Pav63562            3.11             3.80
Var63564            Pav63564            4.09             3.80
Var63565            Pav63565            3.71             3.60
Var63566            Pav63566            4.04             3.80
Var63570            Pav63570            3.67             3.80
Var63572            Pav63572            4.96             4.80
Var63573            Pav63573            4.69             4.80
Var63574            Pav63574            4.31             4.60
Var63576            Pav63576            3.55             4.00
Var63578            Pav63578            4.17             4.60
Var6358             Pav6358             4.47             4.60
Var63586            Pav63586            4.75             4.80
Var63587            Pav63587            4.61             4.40
Var63591            Pav63591            4.67             4.80
Var63592            Pav63592            3.99             3.80
Var63594            Pav63594            4.63             4.60
Var63596            Pav63596            2.63             3.00
Var63597            Pav63597            3.45             3.00
Var63598            Pav63598            2.96             2.80
Var636              Pav636              4.37             4.00
Var63601            Pav63601            4.99             5.20
Var63604            Pav63604            4.96             5.20
Var63607            Pav63607            2.57             3.00
Var63608            Pav63608            2.63             2.60
Var63609            Pav63609            2.92             3.00
Var63610            Pav63610            4.85             5.20
Var63611            Pav63611            4.56             4.40
Var63615            Pav63615            4.20             4.60
Var63617            Pav63617            3.96             4.20
Var63619            Pav63619            3.87             4.00
Var63621            Pav63621            4.64             4.80
Var63623            Pav63623            4.24             4.40
Var63626            Pav63626            3.95             4.00
Var63629            Pav63629            3.99             3.80
Var6363             Pav6363             4.92             4.60
Var63630            Pav63630            3.13             3.40
Var63635            Pav63635            4.61             4.40
Var6364             Pav6364             3.08             3.40
Var63640            Pav63640            4.43             4.40
Var63642            Pav63642            2.57             2.60
Var63643            Pav63643            4.25             4.60
Var63644            Pav63644            3.17             2.80
Var63645            Pav63645            2.79             3.00
Var63648            Pav63648            3.49             3.20
Var63650            Pav63650            3.20             2.80
Var63655            Pav63655            3.63             4.00
Var63656            Pav63656            3.05             3.00
Var63657            Pav63657            4.45             4.00
Var63658            Pav63658            3.39             3.60
Var63659            Pav63659            3.17             3.20
Var63663            Pav63663            4.29             4.80
Var63664            Pav63664            3.53             3.40
Var63665            Pav63665            3.23             3.20
Var63668            Pav63668            2.91             2.80
Var63669            Pav63669            2.47             2.20
Var6367             Pav6367             3.92             4.00
Var63674            Pav63674            4.24             4.40
Var63677            Pav63677            3.91             3.80
Var63683            Pav63683            4.09             4.60
Var63686            Pav63686            3.80             3.80
Var6369             Pav6369             3.28             3.20
Var63690            Pav63690            3.39             3.60
Var63691            Pav63691            4.48             4.00
Var63693            Pav63693            3.47             4.00
Var63694            Pav63694            3.64             3.00
Var63699            Pav63699            4.61             4.40
Var63702            Pav63702            3.99             3.80
Var63703            Pav63703            4.84             4.60
Var63704            Pav63704            2.68             2.60
Var63706            Pav63706            4.71             4.60
Var63707            Pav63707            4.47             4.60
Var63708            Pav63708            4.43             4.40
Var63709            Pav63709            4.92             4.60
Var6371             Pav6371             4.28             4.60
Var63711            Pav63711            2.81             3.00
Var63712            Pav63712            2.63             3.00
Var63714            Pav63714            3.87             4.00
Var63716            Pav63716            4.43             4.40
Var63717            Pav63717            3.60             4.00
Var63719            Pav63719            4.28             4.20
Var6372             Pav6372             2.28             2.20
Var63721            Pav63721            3.49             3.60
Var63722            Pav63722            3.41             3.20
Var63724            Pav63724            2.91             2.80
Var63725            Pav63725            3.76             4.40
Var63726            Pav63726            4.63             5.00
Var63727            Pav63727            3.83             3.80
Var63728            Pav63728            4.04             3.80
Var6373             Pav6373             4.43             4.40
Var63731            Pav63731            3.53             3.40
Var63735            Pav63735            3.76             4.40
Var63739            Pav63739            4.04             4.20
Var6374             Pav6374             2.79             2.60
Var63743            Pav63743            3.76             4.00
Var63745            Pav63745            3.24             3.40
Var63749            Pav63749            3.16             3.00
Var6375             Pav6375             3.39             3.60
Var63750            Pav63750            2.97             2.60
Var63751            Pav63751            4.37             4.00
Var63757            Pav63757            2.79             2.60
Var63759            Pav63759            3.72             3.80
Var6376             Pav6376             3.25             2.40
Var63760            Pav63760            3.65             3.60
Var63761            Pav63761            3.52             3.20
Var63763            Pav63763            4.21             4.40
Var63765            Pav63765            3.08             3.40
Var63766            Pav63766            4.17             4.20
Var63769            Pav63769            3.61             3.40
Var63771            Pav63771            4.51             4.40
Var63772            Pav63772            3.92             4.40
Var63774            Pav63774            2.57             2.60
Var63775            Pav63775            4.93             4.80
Var63778            Pav63778            4.83             5.20
Var63779            Pav63779            4.87             5.40
Var63783            Pav63783            4.93             5.20
Var63785            Pav63785            3.93             3.80
Var63786            Pav63786            3.28             3.20
Var63789            Pav63789            2.65             3.00
Var6379             Pav6379             3.57             3.60
Var63791            Pav63791            3.20             3.20
Var63796            Pav63796            4.41             4.60
Var63797            Pav63797            2.01             1.80
Var63798            Pav63798            4.61             4.80
Var638              Pav638              3.31             3.20
Var6380             Pav6380             4.71             5.00
Var63801            Pav63801            4.52             5.00
Var63803            Pav63803            2.44             2.20
Var63805            Pav63805            3.83             3.80
Var63807            Pav63807            3.85             3.80
Var63808            Pav63808            4.77             4.80
Var63814            Pav63814            3.88             3.80
Var63816            Pav63816            3.69             3.40
Var63821            Pav63821            4.05             3.60
Var63823            Pav63823            4.71             4.20
Var63826            Pav63826            3.49             3.60
Var63830            Pav63830            4.36             4.60
Var63833            Pav63833            4.17             4.20
Var63834            Pav63834            2.87             3.00
Var63835            Pav63835            3.77             3.40
Var63839            Pav63839            3.00             2.60
Var63841            Pav63841            2.81             2.20
Var63842            Pav63842            3.91             3.80
Var63849            Pav63849            3.35             3.40
Var63852            Pav63852            4.88             5.20
Var63854            Pav63854            4.17             4.20
Var63860            Pav63860            3.17             2.80
Var63866            Pav63866            4.61             4.40
Var63867            Pav63867            4.24             4.00
Var63868            Pav63868            2.68             2.60
Var6387             Pav6387             4.69             4.80
Var63870            Pav63870            4.79             5.00
Var63874            Pav63874            4.19             4.00
Var63876            Pav63876            4.55             4.20
Var63878            Pav63878            2.52             2.60
Var63879            Pav63879            4.96             5.20
Var6388             Pav6388             3.57             3.60
Var63882            Pav63882            2.83             2.40
Var63883            Pav63883            4.23             4.20
Var63884            Pav63884            3.36             3.20
Var63885            Pav63885            3.65             4.00
Var63889            Pav63889            3.27             3.40
Var6389             Pav6389             4.45             4.40
Var63892            Pav63892            2.60             2.20
Var63893            Pav63893            3.17             2.80
Var63896            Pav63896            2.84             2.60
Var63897            Pav63897            4.20             4.60
Var639              Pav639              4.83             5.20
Var63902            Pav63902            4.83             5.20
Var63909            Pav63909            2.84             2.60
Var63919            Pav63919            2.77             2.40
Var63921            Pav63921            3.56             3.40
Var63922            Pav63922            3.23             2.80
Var63924            Pav63924            3.71             4.00
Var63925            Pav63925            2.81             3.00
Var63926            Pav63926            4.48             4.40
Var63928            Pav63928            2.63             2.60
Var6393             Pav6393             4.48             4.80
Var63936            Pav63936            4.71             4.60
Var63938            Pav63938            4.60             5.00
Var63941            Pav63941            3.88             3.80
Var63942            Pav63942            4.88             5.60
Var63943            Pav63943            4.31             4.60
Var63944            Pav63944            4.97             4.60
Var63945            Pav63945            4.27             4.40
Var63947            Pav63947            2.52             2.60
Var63949            Pav63949            2.55             2.20
Var63950            Pav63950            3.49             3.60
Var63952            Pav63952            3.93             3.40
Var63956            Pav63956            3.59             3.40
Var63959            Pav63959            4.48             4.40
Var63961            Pav63961            4.13             4.00
Var63963            Pav63963            2.52             2.60
Var63964            Pav63964            4.32             4.00
Var6397             Pav6397             4.93             4.80
Var63970            Pav63970            4.92             4.60
Var63977            Pav63977            4.29             4.40
Var63978            Pav63978            3.56             3.40
Var63979            Pav63979            2.55             2.60
Var63982            Pav63982            3.29             3.80
Var63983            Pav63983            3.08             3.40
Var63987            Pav63987            3.29             3.80
Var63988            Pav63988            2.60             2.20
Var63989            Pav63989            2.92             3.00
Var6399             Pav6399             3.60             3.20
Var63994            Pav63994            4.21             4.40
Var63995            Pav63995            1.93             1.80
Var63997            Pav63997            3.61             4.20
Var64               Pav64               3.71             4.00
Var6400             Pav6400             4.52             5.00
Var64002            Pav64002            2.52             2.60
Var64011            Pav64011            2.87             2.60
Var64015            Pav64015            4.40             4.40
Var64016            Pav64016            2.39             2.20
Var64017            Pav64017            4.43             4.40
Var6402             Pav6402             4.51             4.40
Var64021            Pav64021            4.39             4.60
Var64023            Pav64023            4.00             4.40
Var64027            Pav64027            3.81             4.00
Var64031            Pav64031            2.55             2.20
Var64032            Pav64032            3.89             4.40
Var64037            Pav64037            2.92             3.00
Var64039            Pav64039            2.68             2.60
Var64041            Pav64041            4.20             4.20
Var64043            Pav64043            3.85             3.80
Var64047            Pav64047            4.27             4.00
Var64048            Pav64048            2.75             2.80
Var64050            Pav64050            4.15             4.20
Var64052            Pav64052            4.60             4.60
Var64057            Pav64057            3.20             3.20
Var64058            Pav64058            2.60             2.60
Var64060            Pav64060            4.56             4.40
Var64062            Pav64062            3.83             3.40
Var64064            Pav64064            3.75             4.20
